Timestamp;Time;Sensor1;Sensor2;Sensor3
1627293137.11343;16:52:17 \ 26.07.2021;0.0;21.82;5.25
1627293138.1079876;16:52:18 \ 26.07.2021;0.0;22.07;5.23
1627293139.1112704;16:52:19 \ 26.07.2021;0.0;21.95;5.29
1627293140.1150453;16:52:20 \ 26.07.2021;0.0;21.69;5.26
1627293141.114622;16:52:21 \ 26.07.2021;0.0;21.89;5.25
