Timestamp;Time;Sensor1;Sensor2;Sensor3
1627274836.555339;11:47:16 \ 26.07.2021;0.0;18.61;5.0
1627274837.5514493;11:47:17 \ 26.07.2021;0.0;18.38;4.88
1627274838.54423;11:47:18 \ 26.07.2021;0.0;18.47;5.0
1627274839.5586843;11:47:19 \ 26.07.2021;0.0;18.29;4.92
1627274840.5523214;11:47:20 \ 26.07.2021;0.0;18.37;4.96
1627274841.5441673;11:47:21 \ 26.07.2021;0.0;18.19;4.93
1627274842.5573783;11:47:22 \ 26.07.2021;0.0;18.27;4.91
1627274843.5524619;11:47:23 \ 26.07.2021;0.0;18.43;4.96
1627274844.5519726;11:47:24 \ 26.07.2021;0.0;18.56;4.93
1627274845.54635;11:47:25 \ 26.07.2021;0.0;18.5;4.94
1627274846.5453298;11:47:26 \ 26.07.2021;0.0;18.51;4.95
1627274847.5555427;11:47:27 \ 26.07.2021;0.0;18.68;4.89
1627274848.5528898;11:47:28 \ 26.07.2021;0.0;18.62;5.01
1627274849.5480793;11:47:29 \ 26.07.2021;0.0;18.45;4.93
1627274850.5408351;11:47:30 \ 26.07.2021;0.0;18.83;4.92
1627274851.5515287;11:47:31 \ 26.07.2021;0.0;18.41;4.94
1627274852.5622935;11:47:32 \ 26.07.2021;0.0;18.2;5.04
1627274853.560757;11:47:33 \ 26.07.2021;0.0;18.86;4.89
1627274854.5740757;11:47:34 \ 26.07.2021;0.0;18.24;5.0
1627274855.5693629;11:47:35 \ 26.07.2021;0.0;18.75;5.0
1627274856.562532;11:47:36 \ 26.07.2021;0.0;18.31;5.02
1627274857.574064;11:47:37 \ 26.07.2021;0.0;18.56;4.99
1627274858.5634735;11:47:38 \ 26.07.2021;0.0;18.44;4.91
1627274859.5793233;11:47:39 \ 26.07.2021;0.0;18.28;4.94
1627274860.5877008;11:47:40 \ 26.07.2021;0.0;18.26;4.92
1627274861.5771801;11:47:41 \ 26.07.2021;0.0;18.51;4.94
1627274862.5825508;11:47:42 \ 26.07.2021;0.0;18.8;4.97
1627274863.5758395;11:47:43 \ 26.07.2021;0.0;18.44;4.96
1627274864.58932;11:47:44 \ 26.07.2021;0.0;18.41;5.04
1627274865.581876;11:47:45 \ 26.07.2021;0.0;18.68;5.04
1627274866.5905094;11:47:46 \ 26.07.2021;0.0;18.15;5.01
1627274867.586959;11:47:47 \ 26.07.2021;0.0;18.39;4.94
1627274868.5756772;11:47:48 \ 26.07.2021;0.0;18.63;5.05
1627274869.589072;11:47:49 \ 26.07.2021;0.0;18.34;4.95
1627274870.5828724;11:47:50 \ 26.07.2021;0.0;18.81;4.99
1627274871.5792813;11:47:51 \ 26.07.2021;0.0;18.8;4.99
1627274872.5887709;11:47:52 \ 26.07.2021;0.0;18.67;5.04
1627274873.579676;11:47:53 \ 26.07.2021;0.0;18.65;4.99
1627274874.5902882;11:47:54 \ 26.07.2021;0.0;18.55;5.0
1627274875.585642;11:47:55 \ 26.07.2021;0.0;18.72;4.92
1627274876.579975;11:47:56 \ 26.07.2021;0.0;18.64;4.92
1627274877.589914;11:47:57 \ 26.07.2021;0.0;18.13;4.97
1627274878.6032302;11:47:58 \ 26.07.2021;0.0;18.38;4.99
1627274879.595964;11:47:59 \ 26.07.2021;0.0;18.5;4.94
1627274880.60492;11:48:00 \ 26.07.2021;0.0;18.43;4.93
1627274881.5987725;11:48:01 \ 26.07.2021;0.0;18.55;4.99
1627274882.5937426;11:48:02 \ 26.07.2021;0.0;18.67;4.99
1627274883.5973017;11:48:03 \ 26.07.2021;0.0;18.81;4.94
1627274884.5963416;11:48:04 \ 26.07.2021;0.0;18.78;4.97
1627274885.6027322;11:48:05 \ 26.07.2021;0.0;18.63;5.0
1627274886.5943263;11:48:06 \ 26.07.2021;0.0;18.52;5.06
1627274887.5905502;11:48:07 \ 26.07.2021;0.0;18.33;4.97
1627274888.6022663;11:48:08 \ 26.07.2021;0.0;18.99;4.93
1627274889.6017652;11:48:09 \ 26.07.2021;0.0;18.74;4.97
1627274890.5973165;11:48:10 \ 26.07.2021;0.0;18.99;5.01
1627274891.593789;11:48:11 \ 26.07.2021;0.0;18.52;5.06
1627274892.603775;11:48:12 \ 26.07.2021;0.0;18.4;4.99
1627274893.5966897;11:48:13 \ 26.07.2021;0.0;18.49;4.98
1627274894.6041677;11:48:14 \ 26.07.2021;0.0;18.77;5.03
1627274895.5937853;11:48:15 \ 26.07.2021;0.0;18.83;4.93
1627274896.5942209;11:48:16 \ 26.07.2021;0.0;18.47;5.07
1627274897.5924852;11:48:17 \ 26.07.2021;0.0;18.9;4.98
1627274898.604773;11:48:18 \ 26.07.2021;0.0;18.37;5.05
1627274899.6037169;11:48:19 \ 26.07.2021;0.0;19.07;4.97
1627274900.6001673;11:48:20 \ 26.07.2021;0.0;18.5;5.0
1627274901.5958126;11:48:21 \ 26.07.2021;0.0;18.5;5.04
1627274902.5908155;11:48:22 \ 26.07.2021;0.0;18.85;4.96
1627274903.5945003;11:48:23 \ 26.07.2021;0.0;18.55;4.96
1627274904.5918093;11:48:24 \ 26.07.2021;0.0;18.45;4.92
1627274905.5928586;11:48:25 \ 26.07.2021;0.0;18.14;5.01
1627274906.5994859;11:48:26 \ 26.07.2021;0.0;18.97;4.94
1627274907.6050293;11:48:27 \ 26.07.2021;0.0;18.64;4.95
1627274908.5867205;11:48:28 \ 26.07.2021;0.0;18.39;4.99
1627274909.5992448;11:48:29 \ 26.07.2021;0.0;18.8;5.0
1627274910.595801;11:48:30 \ 26.07.2021;0.0;18.51;5.02
1627274911.5999367;11:48:31 \ 26.07.2021;0.0;18.44;5.05
1627274912.5975373;11:48:32 \ 26.07.2021;0.0;18.89;4.97
1627274913.592604;11:48:33 \ 26.07.2021;0.0;18.58;4.91
1627274914.603655;11:48:34 \ 26.07.2021;0.0;18.93;4.96
1627274915.5951996;11:48:35 \ 26.07.2021;0.0;18.77;4.98
1627274916.6017196;11:48:36 \ 26.07.2021;0.0;18.31;4.92
1627274917.5949335;11:48:37 \ 26.07.2021;0.0;18.6;5.02
1627274918.5884862;11:48:38 \ 26.07.2021;0.0;18.88;5.01
1627274919.6045263;11:48:39 \ 26.07.2021;0.0;18.72;5.01
1627274920.6010115;11:48:40 \ 26.07.2021;0.0;18.86;4.99
1627274921.5947678;11:48:41 \ 26.07.2021;0.0;18.76;5.01
1627274922.5965056;11:48:42 \ 26.07.2021;0.0;18.69;4.92
1627274923.5902534;11:48:43 \ 26.07.2021;0.0;19.26;5.01
1627274924.5989883;11:48:44 \ 26.07.2021;0.0;18.62;4.96
1627274925.5958462;11:48:45 \ 26.07.2021;0.0;19.14;5.0
1627274926.6060288;11:48:46 \ 26.07.2021;0.0;19.16;4.96
1627274927.596549;11:48:47 \ 26.07.2021;0.0;19.53;5.0
1627274928.58905;11:48:48 \ 26.07.2021;0.0;18.79;4.93
1627274929.6001549;11:48:49 \ 26.07.2021;0.0;19.12;4.97
1627274930.5910664;11:48:50 \ 26.07.2021;0.0;18.09;5.01
1627274931.592319;11:48:51 \ 26.07.2021;0.0;19.35;4.99
1627274932.5920548;11:48:52 \ 26.07.2021;0.0;18.88;5.03
1627274933.6015365;11:48:53 \ 26.07.2021;0.0;18.93;5.0
1627274934.5967922;11:48:54 \ 26.07.2021;0.0;18.46;5.01
1627274935.605926;11:48:55 \ 26.07.2021;0.0;18.88;5.03
1627274936.5978143;11:48:56 \ 26.07.2021;0.0;18.65;4.97
1627274937.5984313;11:48:57 \ 26.07.2021;0.0;18.88;5.04
1627274938.5954814;11:48:58 \ 26.07.2021;0.0;19.08;5.02
1627274939.5925424;11:48:59 \ 26.07.2021;0.0;18.88;5.03
1627274940.603617;11:49:00 \ 26.07.2021;0.0;18.76;5.01
1627274941.6003168;11:49:01 \ 26.07.2021;0.0;18.79;5.01
1627274942.5986195;11:49:02 \ 26.07.2021;0.0;18.98;4.99
1627274943.5938926;11:49:03 \ 26.07.2021;0.0;19.16;4.97
1627274944.5933135;11:49:04 \ 26.07.2021;0.0;18.68;5.01
1627274945.6056466;11:49:05 \ 26.07.2021;0.0;19.09;5.03
1627274946.5971339;11:49:06 \ 26.07.2021;0.0;18.84;4.95
1627274947.5924695;11:49:07 \ 26.07.2021;0.0;19.33;5.01
1627274948.6043346;11:49:08 \ 26.07.2021;0.0;18.86;5.01
1627274949.6052387;11:49:09 \ 26.07.2021;0.0;19.1;4.97
1627274950.597759;11:49:10 \ 26.07.2021;0.0;19.2;5.01
1627274951.5945504;11:49:11 \ 26.07.2021;0.0;18.69;4.95
1627274952.588104;11:49:12 \ 26.07.2021;0.0;18.45;5.01
1627274953.6025918;11:49:13 \ 26.07.2021;0.0;18.81;4.94
1627274954.5972283;11:49:14 \ 26.07.2021;0.0;19.23;4.98
1627274955.594809;11:49:15 \ 26.07.2021;0.0;19.12;5.02
1627274956.5926583;11:49:16 \ 26.07.2021;0.0;19.36;5.02
1627274957.592007;11:49:17 \ 26.07.2021;0.0;18.69;4.96
1627274958.6020048;11:49:18 \ 26.07.2021;0.0;18.87;5.01
1627274959.605437;11:49:19 \ 26.07.2021;0.0;18.96;5.03
1627274960.5948453;11:49:20 \ 26.07.2021;0.0;19.13;4.98
1627274961.591096;11:49:21 \ 26.07.2021;0.0;18.76;5.05
1627274962.6003106;11:49:22 \ 26.07.2021;0.0;18.69;4.93
1627274963.5943356;11:49:23 \ 26.07.2021;0.0;18.49;5.05
1627274964.5915327;11:49:24 \ 26.07.2021;0.0;19.24;4.99
1627274965.6015015;11:49:25 \ 26.07.2021;0.0;19.08;5.02
1627274966.597828;11:49:26 \ 26.07.2021;0.0;18.9;4.99
1627274967.5940602;11:49:27 \ 26.07.2021;0.0;19.37;4.92
1627274968.5911505;11:49:28 \ 26.07.2021;0.0;18.74;5.0
1627274969.6002777;11:49:29 \ 26.07.2021;0.0;19.26;4.95
1627274970.598151;11:49:30 \ 26.07.2021;0.0;18.91;4.93
1627274971.5933876;11:49:31 \ 26.07.2021;0.0;19.05;4.99
1627274972.6044977;11:49:32 \ 26.07.2021;0.0;19.11;4.98
1627274973.602725;11:49:33 \ 26.07.2021;0.0;19.51;5.01
1627274974.5999324;11:49:34 \ 26.07.2021;0.0;19.29;5.0
1627274975.5952575;11:49:35 \ 26.07.2021;0.0;18.79;4.97
1627274976.5929801;11:49:36 \ 26.07.2021;0.0;19.36;4.95
1627274977.5931456;11:49:37 \ 26.07.2021;0.0;18.63;5.06
1627274978.5987768;11:49:38 \ 26.07.2021;0.0;18.94;5.0
1627274979.6009421;11:49:39 \ 26.07.2021;0.0;18.7;5.0
1627274980.5988626;11:49:40 \ 26.07.2021;0.0;18.86;4.99
1627274981.5948274;11:49:41 \ 26.07.2021;0.0;19.0;4.98
1627274982.605543;11:49:42 \ 26.07.2021;0.0;18.81;5.03
1627274983.5946343;11:49:43 \ 26.07.2021;0.0;18.93;5.04
1627274984.5982985;11:49:44 \ 26.07.2021;0.0;19.14;5.02
1627274985.5936506;11:49:45 \ 26.07.2021;0.0;19.25;5.06
1627274986.6058836;11:49:46 \ 26.07.2021;0.0;18.58;5.01
1627274987.6002274;11:49:47 \ 26.07.2021;0.0;19.01;5.03
1627274988.595827;11:49:48 \ 26.07.2021;0.0;18.89;5.03
1627274989.5914452;11:49:49 \ 26.07.2021;0.0;19.09;4.93
1627274990.5972097;11:49:50 \ 26.07.2021;0.0;19.26;4.99
1627274991.6012192;11:49:51 \ 26.07.2021;0.0;19.27;5.04
1627274992.5954182;11:49:52 \ 26.07.2021;0.0;19.57;5.03
1627274993.6064138;11:49:53 \ 26.07.2021;0.0;18.86;5.04
1627274994.6021569;11:49:54 \ 26.07.2021;0.0;19.45;5.02
1627274995.5980022;11:49:55 \ 26.07.2021;0.0;19.15;4.93
1627274996.605328;11:49:56 \ 26.07.2021;0.0;19.11;5.04
1627274997.6056519;11:49:57 \ 26.07.2021;0.0;19.12;5.01
1627274998.5984032;11:49:58 \ 26.07.2021;0.0;19.21;5.04
1627274999.5928526;11:49:59 \ 26.07.2021;0.0;19.46;5.01
1627275000.6037886;11:50:00 \ 26.07.2021;0.0;19.17;5.02
1627275001.5996995;11:50:01 \ 26.07.2021;0.0;19.11;5.07
1627275002.597384;11:50:02 \ 26.07.2021;0.0;19.23;5.0
1627275003.593445;11:50:03 \ 26.07.2021;0.0;19.42;5.0
1627275004.5908127;11:50:04 \ 26.07.2021;0.0;19.61;5.0
1627275005.6056747;11:50:05 \ 26.07.2021;0.0;19.31;4.98
1627275006.5951934;11:50:06 \ 26.07.2021;0.0;18.93;5.1
1627275007.593515;11:50:07 \ 26.07.2021;0.0;19.0;5.01
1627275008.5947835;11:50:08 \ 26.07.2021;0.0;19.12;5.01
1627275009.597694;11:50:09 \ 26.07.2021;0.0;19.12;4.94
1627275010.599457;11:50:10 \ 26.07.2021;0.0;19.26;5.03
1627275011.593648;11:50:11 \ 26.07.2021;0.0;19.25;5.01
1627275012.6085029;11:50:12 \ 26.07.2021;0.0;19.44;5.01
1627275013.6206925;11:50:13 \ 26.07.2021;0.0;19.26;5.0
1627275014.617849;11:50:14 \ 26.07.2021;0.0;19.37;5.05
1627275015.618353;11:50:15 \ 26.07.2021;0.0;19.1;5.04
1627275016.6083944;11:50:16 \ 26.07.2021;0.0;19.04;5.01
1627275017.606625;11:50:17 \ 26.07.2021;0.0;19.52;5.04
1627275018.6039474;11:50:18 \ 26.07.2021;0.0;19.3;4.94
1627275019.619534;11:50:19 \ 26.07.2021;0.0;19.57;5.04
1627275020.6083019;11:50:20 \ 26.07.2021;0.0;19.87;5.0
1627275021.60885;11:50:21 \ 26.07.2021;0.0;20.01;5.0
1627275022.6113248;11:50:22 \ 26.07.2021;0.0;19.41;5.02
1627275023.606891;11:50:23 \ 26.07.2021;0.0;19.46;4.95
1627275024.6182468;11:50:24 \ 26.07.2021;0.0;19.23;4.96
1627275025.6117928;11:50:25 \ 26.07.2021;0.0;19.65;4.96
1627275026.6073134;11:50:26 \ 26.07.2021;0.0;19.31;5.08
1627275027.6155736;11:50:27 \ 26.07.2021;0.0;19.1;5.08
1627275028.607465;11:50:28 \ 26.07.2021;0.0;19.61;4.98
1627275029.6196566;11:50:29 \ 26.07.2021;0.0;19.06;5.06
1627275030.6154015;11:50:30 \ 26.07.2021;0.0;19.42;5.04
1627275031.605785;11:50:31 \ 26.07.2021;0.0;19.42;5.04
1627275032.607269;11:50:32 \ 26.07.2021;0.0;19.13;4.99
1627275033.608015;11:50:33 \ 26.07.2021;0.0;19.32;5.09
1627275034.6137435;11:50:34 \ 26.07.2021;0.0;19.21;5.07
1627275035.6140635;11:50:35 \ 26.07.2021;0.0;19.3;5.07
1627275036.6138904;11:50:36 \ 26.07.2021;0.0;19.46;5.04
1627275037.60331;11:50:37 \ 26.07.2021;0.0;19.09;5.0
1627275038.6183138;11:50:38 \ 26.07.2021;0.0;19.32;5.04
1627275039.6031528;11:50:39 \ 26.07.2021;0.0;19.33;5.02
1627275040.614294;11:50:40 \ 26.07.2021;0.0;19.51;5.07
1627275041.610828;11:50:41 \ 26.07.2021;0.0;19.69;5.05
1627275042.6170132;11:50:42 \ 26.07.2021;0.0;19.4;5.11
1627275043.614558;11:50:43 \ 26.07.2021;0.0;19.1;5.08
1627275044.6090674;11:50:44 \ 26.07.2021;0.0;19.58;5.03
1627275045.6180372;11:50:45 \ 26.07.2021;0.0;19.21;4.99
1627275046.6149735;11:50:46 \ 26.07.2021;0.0;19.04;5.0
1627275047.6064754;11:50:47 \ 26.07.2021;0.0;19.31;5.06
1627275048.6074762;11:50:48 \ 26.07.2021;0.0;20.11;5.07
1627275049.6084764;11:50:49 \ 26.07.2021;0.0;19.34;5.06
1627275050.602489;11:50:50 \ 26.07.2021;0.0;19.65;5.06
1627275051.6104848;11:50:51 \ 26.07.2021;0.0;19.6;5.06
1627275052.6147866;11:50:52 \ 26.07.2021;0.0;19.53;4.96
1627275053.6107852;11:50:53 \ 26.07.2021;0.0;19.43;4.93
1627275054.6167836;11:50:54 \ 26.07.2021;0.0;19.9;5.01
1627275055.6037865;11:50:55 \ 26.07.2021;0.0;19.49;5.0
1627275056.6028206;11:50:56 \ 26.07.2021;0.0;19.45;4.98
1627275057.6068542;11:50:57 \ 26.07.2021;0.0;19.32;5.06
1627275058.6051073;11:50:58 \ 26.07.2021;0.0;19.23;5.04
1627275059.6061113;11:50:59 \ 26.07.2021;0.0;19.2;4.97
1627275060.6131158;11:51:00 \ 26.07.2021;0.0;19.75;5.11
1627275061.6095383;11:51:01 \ 26.07.2021;0.0;19.79;4.94
1627275062.6116095;11:51:02 \ 26.07.2021;0.0;19.38;5.02
1627275063.6135964;11:51:03 \ 26.07.2021;0.0;19.64;5.04
1627275064.6176822;11:51:04 \ 26.07.2021;0.0;19.39;5.06
1627275065.6026788;11:51:05 \ 26.07.2021;0.0;19.73;5.04
1627275066.6057618;11:51:06 \ 26.07.2021;0.0;19.08;5.01
1627275067.6067624;11:51:07 \ 26.07.2021;0.0;19.27;5.05
1627275068.6067817;11:51:08 \ 26.07.2021;0.0;19.39;5.03
1627275069.6158426;11:51:09 \ 26.07.2021;0.0;19.59;5.07
1627275070.6058428;11:51:10 \ 26.07.2021;0.0;19.39;5.06
1627275071.6058428;11:51:11 \ 26.07.2021;0.0;19.43;5.02
1627275072.6148431;11:51:12 \ 26.07.2021;0.0;19.33;5.04
1627275073.603845;11:51:13 \ 26.07.2021;0.0;20.01;5.04
1627275074.6049922;11:51:14 \ 26.07.2021;0.0;19.39;5.07
1627275075.6089923;11:51:15 \ 26.07.2021;0.0;19.53;4.99
1627275076.6119924;11:51:16 \ 26.07.2021;0.0;19.59;5.03
1627275077.6169977;11:51:17 \ 26.07.2021;0.0;19.16;5.05
1627275078.6160197;11:51:18 \ 26.07.2021;0.0;19.74;5.07
1627275079.6080868;11:51:19 \ 26.07.2021;0.0;19.43;5.06
1627275080.604106;11:51:20 \ 26.07.2021;0.0;19.64;5.03
1627275081.6061056;11:51:21 \ 26.07.2021;0.0;19.82;5.08
1627275082.610187;11:51:22 \ 26.07.2021;0.0;19.62;5.07
1627275083.6131577;11:51:23 \ 26.07.2021;0.0;19.55;4.98
1627275084.610293;11:51:24 \ 26.07.2021;0.0;19.32;5.05
1627275085.6063318;11:51:25 \ 26.07.2021;0.0;19.3;5.08
1627275086.6133318;11:51:26 \ 26.07.2021;0.0;19.63;5.04
1627275087.611567;11:51:27 \ 26.07.2021;0.0;19.69;5.06
1627275088.6136007;11:51:28 \ 26.07.2021;0.0;19.45;5.04
1627275089.6039507;11:51:29 \ 26.07.2021;0.0;19.64;5.03
1627275090.610951;11:51:30 \ 26.07.2021;0.0;19.47;5.08
1627275091.6079535;11:51:31 \ 26.07.2021;0.0;19.51;5.0
1627275092.6059527;11:51:32 \ 26.07.2021;0.0;19.44;5.04
1627275093.6059752;11:51:33 \ 26.07.2021;0.0;19.27;5.1
1627275094.6059754;11:51:34 \ 26.07.2021;0.0;19.46;5.09
1627275095.604975;11:51:35 \ 26.07.2021;0.0;19.47;5.01
1627275096.6080046;11:51:36 \ 26.07.2021;0.0;19.41;5.03
1627275097.6050048;11:51:37 \ 26.07.2021;0.0;19.15;4.95
1627275098.609011;11:51:38 \ 26.07.2021;0.0;19.42;5.06
1627275099.6090896;11:51:39 \ 26.07.2021;0.0;19.65;5.12
1627275100.614167;11:51:40 \ 26.07.2021;0.0;19.59;5.02
1627275101.6171546;11:51:41 \ 26.07.2021;0.0;19.6;5.05
1627275102.6181545;11:51:42 \ 26.07.2021;0.0;19.46;5.06
1627275103.6041622;11:51:43 \ 26.07.2021;0.0;19.3;5.01
1627275104.6091788;11:51:44 \ 26.07.2021;0.0;19.42;5.02
1627275105.6112187;11:51:45 \ 26.07.2021;0.0;19.54;5.03
1627275106.6082199;11:51:46 \ 26.07.2021;0.0;19.66;5.06
1627275107.6046028;11:51:47 \ 26.07.2021;0.0;19.57;5.02
1627275108.6036031;11:51:48 \ 26.07.2021;0.0;19.53;5.11
1627275109.6046503;11:51:49 \ 26.07.2021;0.0;18.92;5.04
1627275110.6176329;11:51:50 \ 26.07.2021;0.0;19.87;5.06
1627275111.6186333;11:51:51 \ 26.07.2021;0.0;18.95;5.04
1627275112.6016698;11:51:52 \ 26.07.2021;0.0;19.3;5.1
1627275113.6097474;11:51:53 \ 26.07.2021;0.0;19.51;5.09
1627275114.6087482;11:51:54 \ 26.07.2021;0.0;19.44;5.04
1627275115.611749;11:51:55 \ 26.07.2021;0.0;19.93;5.04
1627275116.6142364;11:51:56 \ 26.07.2021;0.0;19.85;5.05
1627275117.6042345;11:51:57 \ 26.07.2021;0.0;19.56;5.06
1627275118.6072392;11:51:58 \ 26.07.2021;0.0;19.87;5.03
1627275119.6022344;11:51:59 \ 26.07.2021;0.0;19.77;5.01
1627275120.6113198;11:52:00 \ 26.07.2021;0.0;20.04;5.06
1627275121.603873;11:52:01 \ 26.07.2021;0.0;19.58;5.09
1627275122.6048899;11:52:02 \ 26.07.2021;0.0;19.83;5.11
1627275123.61989;11:52:03 \ 26.07.2021;0.0;19.6;5.08
1627275124.6078928;11:52:04 \ 26.07.2021;0.0;19.42;5.04
1627275125.609892;11:52:05 \ 26.07.2021;0.0;19.83;5.02
1627275126.618964;11:52:06 \ 26.07.2021;0.0;19.84;5.1
1627275127.6259637;11:52:07 \ 26.07.2021;0.0;19.38;5.12
