Timestamp;Time;Sensor1;Sensor2;Sensor3
1627293281.7822363;16:54:41 \ 26.07.2021;0,0;21,94;5,22
1627293282.7800164;16:54:42 \ 26.07.2021;0,0;21,53;5,26
1627293283.7741494;16:54:43 \ 26.07.2021;0,0;21,86;5,21
1627293284.7845325;16:54:44 \ 26.07.2021;0,0;22,4;5,2
