Timestamp;Time;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5
1627885748,645587;13:29:08 \ 02.08.2021;15,08;5,81;6,09;5,47;0,17
1627885749,6593852;13:29:09 \ 02.08.2021;14,92;5,79;6,1;5,48;0,0
