Timestamp;Time;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5
1627872261,0116823;09:44:21 \ 02.08.2021;35,06;10,67;8,85;7,61;0,0
1627872262,0096707;09:44:22 \ 02.08.2021;35,35;10,68;8,86;7,61;0,0
1627872263,0118139;09:44:23 \ 02.08.2021;35,49;10,68;8,83;7,58;0,0
1627872263,9997883;09:44:23 \ 02.08.2021;35,14;10,7;8,87;7,58;0,0
1627872265,0048895;09:44:25 \ 02.08.2021;35,42;10,65;8,86;7,6;0,0
